input_time,申请状态,历史最高逾期天数.x,原始分,历史最高逾期天数.y,y,Ratio,7天内申请人在多个平台申请借款,1个月内申请人在多个平台申请借款,3个月内申请人在多个平台申请借款,7天内借款人手机申请借款平台数,1个月内借款人手机申请借款平台数,3个月内借款人手机申请借款平台数,7天内借款人身份证申请借款平台数,1个月内借款人身份证申请借款平台数,3个月内借款人身份证申请借款平台数,7天内关联P2P网贷平台数,1个月内关联P2P网贷平台数,3个月内关联P2P网贷平台数,7天内申请人关联融资租赁平台数,1个月内申请人关联融资租赁平台数,3个月手机号关联身份证数,1个月内申请人关联一般消费分期平台数,3个月内申请人关联一般消费分期平台数,风险名单占比,一度关联节点个数,二度关联节点个数,一度风险名单个数,二度风险名单个数,一度风险名单占比,二度风险名单占比,X3个月内申请人手机号作为第二联系人手机号出现的次数,X3个月内申请人手机号作为前三联系人手机号出现的次数,是否命中法院执行模糊名单,是否命中法院结案模糊名单,是否命中手机风险关注名单,是否命中身份证风险关注名单,命中中风险关注名单笔数,客户异常借款笔数,信用异常笔数,执行标的,申请人执行标的是否超过100000,3个月内申请人关联融资租赁平台数,3个月身份证关联手机号数,三个月银行相关平台数
2019/5/4,客户已提车,0,20,0,0,0,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
2019/5/4,客户已提车,0,10,1,0,0,2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,1,9,1,0,0,0,4,4,0,3,3,0,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2019/5/4,客户已提车,0,20,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,0,0,0.01,3,40,0,1,0,0.02,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019/5/4,客户已提车,1,27,1,0,0,2,2,5,2,2,5,2,2,5,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0
2019/5/4,客户已提车,0,10,0,0,0,0,2,3,0,2,3,0,2,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
2019/5/4,客户已提车,1,80,1,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,1,0,0,0.01,41,22,0,3,0,0.14,0,0,0,0,1,0,2,1,1,0,0,0,2,0
2019/5/4,客户已提车,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019/5/4,客户已提车,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
2019/5/4,客户已提车,0,9,0,0,0,0,2,2,0,1,1,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2019/5/4,客户已提车,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60000,0,0,0,0
2019/5/4,客户已提车,0,39,0,0,0,0,5,16,0,5,16,0,4,14,0,1,9,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
2019/5/4,合同已生效,0,27,1,0,0,0,3,10,0,3,9,0,3,10,0,0,2,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,3
2019/5/4,客户已提车,0,29,0,0,0,4,4,6,4,4,6,4,4,6,2,2,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
2019/5/4,客户已提车,1,26,1,0,0,3,4,4,3,4,4,2,2,2,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0
2019/5/4,客户已提车,0,10,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,0,15,0,0,0,3,3,3,3,3,3,2,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,店面合同请款资料上传,1,20,1,0,0,0,0,3,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2019/5/4,客户已提车,0,11,0,0,0,0,2,3,0,2,2,0,2,3,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2019/5/8,合同已生效,0,77,1,0,0.04,4,15,25,4,15,25,4,15,23,2,6,12,1,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3
2019/5/4,客户已提车,0,8,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2019/5/4,客户已提车,1,24,1,0,0,2,3,5,2,2,4,2,3,5,0,0,0,1,1,1,1,1,0.03,14,2,0,1,0,0.5,0,0,0,0,1,1,1,2,0,0,0,0,0,2
2019/5/4,合同已生效,0,2,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,0,55,0,0,0.07,3,6,15,2,5,12,3,6,15,0,0,3,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,12
2019/5/4,店面合同请款资料上传,0,3,0,0,0,0,2,2,0,2,2,0,2,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,0,10,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,0,10,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,店面合同请款资料上传,0,18,0,0,0,2,4,5,2,4,5,2,4,5,0,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,1,3,1,0,0,0,2,2,0,2,2,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,4,24,4,0,0,3,4,6,3,4,5,3,4,6,0,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3
2019/5/4,合同已生效,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,6,12,0,1,0,0.08,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2019/5/10,客户已提车,0,3,0,0,0,0,2,2,0,2,2,0,2,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,0,20,0,0,0,2,2,4,1,1,1,2,2,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2019/5/4,客户已提车,0,2,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,0,101,0,0,0,6,11,29,1,2,3,6,11,29,3,6,10,1,1,1,2,10,0,0,0,0,0,0,0,0,2,0,0,1,1,1,2,0,0,0,0,3,2
2019/5/4,客户已提车,0,10,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,0,26,0,0,0,2,3,4,1,2,3,2,3,3,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,2,0
2019/5/4,客户已提车,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,4,3,0,1,0,0.33,0,0,0,0,0,1,1,1,0,0,0,0,0,0
2019/5/4,客户已提车,0,2,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,0,10,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/7,客户已提车,10,13,10,0,0,2,3,3,2,3,3,2,3,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,19,10,19,0,0,2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,1,3,1,0,0,0,2,2,0,2,2,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,0,8,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2019/5/9,客户已提车,0,3,0,0,0,0,2,2,0,2,2,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,0,7,0,0,0,0,0,2,0,0,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
2019/5/4,客户已提车,0,3,0,0,0,0,2,2,0,2,2,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,0,10,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,0,13,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0
2019/5/4,客户已提车,0,3,0,0,0,0,2,2,0,2,2,0,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,1,10,1,0,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,9,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019/5/4,客户已提车,0,10,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,1,10,1,0,0,2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,0,2,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,1,10,1,0,0,0,3,5,0,3,5,0,3,5,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2019/5/4,客户已提车,2,7,2,0,0,0,2,4,0,2,4,0,2,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,3,16,3,0,0,2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2019/5/4,客户已提车,0,5,0,0,0,0,2,3,0,2,3,0,2,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2019/5/4,客户已提车,0,35,0,0,0,2,6,7,2,5,6,2,6,7,0,3,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3
2019/5/7,客户已提车,0,21,0,0,0.17,2,3,6,2,3,6,2,2,5,1,1,2,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/8,客户已提车,0,37,0,0,0,2,4,8,1,3,7,2,2,6,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,2,0,6
2019/5/4,客户已提车,0,23,0,0,0,3,4,4,3,4,4,3,4,4,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
2019/5/4,客户已提车,0,6,0,0,0,0,0,4,0,0,4,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2019/5/10,客户已提车,0,18,0,0,0,3,4,4,3,4,4,3,4,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,0,2,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,1,4,1,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019/5/4,客户已提车,0,15,0,0,0,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,1,25,1,0,0,2,3,4,2,3,4,2,3,4,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,0,4,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3
2019/5/4,客户已提车,0,10,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,0,22,0,0,0,2,4,6,2,4,6,2,4,6,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3
2019/5/4,客户已提车,0,17,0,0,0,3,3,4,3,3,4,3,3,4,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,0,2,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,0,3,0,0,0,0,2,2,0,2,2,0,2,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,0,34,0,0,0,4,4,7,4,4,5,4,4,7,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3
2019/5/4,客户已提车,9,31,9,0,0,3,5,5,3,5,5,3,5,5,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,1,10,1,0,0,0,0,6,0,0,6,0,0,6,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,0,10,0,0,0,2,2,2,2,2,2,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,2,13,2,0,0,2,3,3,2,3,3,2,3,3,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,3,7,3,0,0,0,2,4,0,2,4,0,2,3,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2019/5/4,客户已提车,0,6,0,0,0,0,0,3,0,0,3,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019/5/4,客户已提车,0,21,0,0,0,3,5,5,3,5,5,3,5,5,0,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2019/5/4,客户已提车,0,63,0,0,0,4,12,19,4,11,18,4,11,18,1,4,7,2,2,2,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3
2019/5/4,客户已提车,1,10,1,0,0,0,2,3,0,1,2,0,2,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2
2019/5/4,客户已提车,0,20,0,0,0,0,0,2,0,0,2,0,0,2,0,0,1,0,0,1,0,0,0.07,3,6,0,2,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,店面合同请款资料上传,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,合同已生效,14,40,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,0,10,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,0,0
2019/5/4,客户已提车,1,10,1,0,0,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,1,6,1,0,0,0,3,3,0,3,3,0,3,3,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/9,客户已提车,0,18,0,0,0,2,4,5,2,4,5,2,4,5,0,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,11,20,11,0,0,2,3,3,2,3,3,2,3,3,1,2,2,1,1,1,0,0,0.02,5,9,0,1,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/13,客户已提车,0,6,0,0,0,0,3,3,0,3,3,0,3,3,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,0,10,0,0,0,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,店面确认并生成合同,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,0,5,0,0,0,0,2,2,0,2,2,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3
2019/5/4,客户已提车,1,51,1,0,0,10,12,17,10,12,17,10,12,17,5,6,10,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,6
2019/5/20,首保和GPS资料上传,0,3,0,0,0,0,2,2,0,2,2,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,1,18,1,0,0,0,5,5,0,4,4,0,5,5,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
2019/5/7,客户已提车,3,6,3,0,0,0,3,3,0,3,3,0,3,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2019/5/4,客户已提车,0,11,0,0,0,0,3,3,0,3,3,0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
2019/5/4,客户已提车,0,29,0,0,0,0,0,9,0,0,9,0,0,1,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2,0,2
2019/5/4,客户已提车,0,2,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2019/5/4,客户已提车,0,15,0,0,0,3,3,3,3,3,3,3,3,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2019/5/4,客户已提车,0,53,0,0,0,6,11,15,5,10,14,6,11,15,0,2,3,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2019/5/4,客户已提车,0,14,0,0,0,2,2,4,2,2,4,2,2,4,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/7,客户已提车,5,12,5,0,0,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019/5/4,客户已提车,24,8,24,1,0,0,3,4,0,2,3,0,3,4,0,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,0,24,0,0,0,2,3,6,2,3,6,2,3,6,0,1,2,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,3
2019/5/4,店面确认并生成合同,0,23,0,0,0,2,5,6,2,5,6,2,5,5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019/5/4,客户已提车,1,21,1,0,0,2,3,6,2,3,6,2,3,6,0,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2019/5/4,客户已提车,7,4,7,0,0,0,0,3,0,0,3,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2019/5/4,客户已提车,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,0,10,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,0,9,0,0,0,0,0,3,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
2019/5/4,客户已提车,0,3,0,0,0,0,2,2,0,2,2,0,2,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,0,2,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,0,9,0,0,0,0,2,2,0,1,1,0,2,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2019/5/7,客户已提车,5,80,10,0,0,2,2,3,2,2,2,2,2,3,0,0,1,1,1,1,1,1,0.02,27,9,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,0
2019/5/4,客户已提车,6,31,6,0,0,0,3,10,0,2,2,0,3,10,0,0,2,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,6
2019/5/4,客户已提车,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3852092.8,1,0,0,0
2019/5/4,客户已提车,0,39,0,0,0,3,6,11,3,6,11,3,6,11,0,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,12
2019/5/4,客户已提车,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,0,10,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,0,2,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,2,20,2,0,0,3,4,5,3,4,5,3,4,5,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2019/5/4,客户已提车,0,14,0,0,0,0,2,5,0,2,5,0,2,5,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0
2019/5/4,客户已提车,0,9,0,0,0,0,0,3,0,0,3,0,0,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
2019/5/4,合同已生效,0,10,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019/5/4,客户已提车,1,80,1,0,0,0,4,9,0,4,9,0,4,9,0,3,6,0,1,1,0,0,0.01,10,7,0,1,0,0.14,0,4,0,0,1,0,1,1,0,0,0,0,0,3
2019/5/4,客户已提车,0,3,0,0,0,0,2,2,0,2,2,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
